cik,cusip6,cusip9
1040792,42327L,42327L309
1040829,367905,367905101
1040973,58446J,58446J108
1040993,460499,460499101
1041024,774374,774374
1041073,152005,152005104
1041122,40413N,40413N106
1041122,685932,685932105
1041177,869362,869362103
1041426,896942,896942109
1041454,045920,045920105
1041514,251893,251893103
1041514,64107N,64107N206
1041855,12685T,12685T103
1041858,749361,749361101
1041954,4503IT,4503IT104
1042134,170404,170404305
1042351,450611,45061100
1042351,456061,456061100
1042561,21887F,21887F100
1042810,049298,049298102
1042810,294752,294752100
1042810,601148,601148109
1042814,68211E,68211E101
1043000,641119,641119102
1043561,45321E,45321E106
1043572,204940,204940100
1043946,68338T,68338T106
1044119,01849R,01849R
1044583,969455,969455104
1044612,03113V,03113V109
1044659,172755,172755100
1044676,42965Q,42965Q10
1045080,552685,552685109
1045126,09254P,09254P702
1045280,68338A,68338A
1045425,395304,395304108
1045425,749227,749227609
1045598,10782M,10782M104
1045632,879946,879946101
1045632,879946,879946606
1045707,58401X,58401X407
1045942,75961Q,75961Q10
1045942,75961Q,75961Q101
1045942,81373R,81373R209
1045986,559166,559166103
1045986,M26763,M26763
1046131,595626,595626102
1046203,843395,843395104
1046578,837483,837483106
1046578,878483,878483106
1046649,000292,00029274
1046649,S01306,S01306701
1046687,669959,669959108
1046859,246626,246626105
1047021,87959Y,87959Y103
1047125,539553,539553305
1047340,G36738,G36738105
1047406,296904,296904105
1047884,373471,373471011
1047965,57061Y,57061Y101
1048268,45811E,45811E301
1048286,571903,571903103
1048295,081906,081906109
1048422,004319,004319109
1048566,971892,971892104
1048620,38724Q,38724Q10
1048740,001693,001693100
1048796,874835,874835101
1049521,89469A,89469A104
1049606,20563P,20563P101
1049624,G31215,G3121511
1050031,290931,290931
1050690,587902,587902107
1050725,828654,828654301
1050797,D59276,D5927648
1050807,40637D,40637D108
1050825,858155,85815520
1050915,N19808,N19808109
1051209,233027,233027101
1051251,46612H,46612H402
1051343,041571,04157101
1051470,37944Q,37944Q103
1051512,83001P,83001P109
1051514,86272A,86272A
1051985,197351,197351208
1051985,70322K,70322K109
1052341,88833S,88833S
1052489,024490,024490104
1052489,024737,024737710
1053112,12686C,12686C844
1053221,59101M,59101M10
1053374,46261V,46261V108
1054102,533535,533535100
1054274,019621,019621101
1054274,019621,019621200
1056064,902979,902979103
1056084,884903,884903105
1056084,885141,885141101
1056923,018680,018680306
1057234,913434,91343411
1057257,25386R,25386R101
1057672,69316G,69316G108
1057698,55269P,55269P302
1057706,318672,318672102
1057725,006400,006400941
1057861,09660L,09660L105
1058033,667280,667280101
1058154,704059,704059203
1058239,95766J,95766J102
1058307,277885,277885
1058307,68558X,68558X209
1058444,805423,805423100
1058539,53631T,53631T102
1058828,44914V,44914V104
1058973,319430,319430104
1059131,124794,124794108
1059131,628968,628968109
1059324,08659A,08659A104
1059366,62873Q,62873Q
1059581,38121K,38121K208
1059760,110041,110041100
1059763,006228,006228209
1059976,460181,460181100
1060009,494580,494580103
1060390,901167,901167106
1060409,48207R,48207R100
1060490,221009,221009103
1060749,499005,499005106
1060753,4623H1,4623H102
1061027,867328,867328502
1061069,0534P1,0534P109
1061574,39945C,39945C
1061574,39945C,39945C109
1061630,14052H,14052H100
1061630,866317,866317
1062273,84832P,84832P102
1062273,92905P,92905P107
1062438,745548,745548107
1062441,709668,709668107
1062515,638588,638588103
1063568,31163N,31163N107
1063980,180668,180668105
1064122,G7885T,G7885T104
1064481,703012,703012302
1064531,294409,294409101
1064535,899688,899688105
1065002,76121R,76121R104
1065013,38238R,38238R104
1065152,040026,040026106
1065152,040036,040036106
1065152,482033,48203317
1065201,G0327K,G0327K100
1065280,64110L,64110L106
1065332,62914B,62914B100
1065736,14008M,14008M104
1065823,33582N,33582N106
1065837,830566,830566
1066116,88706P,88706P106
1066138,054923,054923107
1066194,00508B,00508B102
1066194,87582Y,87582Y108
1066764,89102U,89102U103
1066833,259858,259858
1067286,65626T,65626T103
1067386,132148,132148107
1067386,B00016,B00016622
1067983,084670,084670
1067983,084670,084670108
1068132,867281,867281107
1068179,775723,775723101
1069488,872367,872367107
1069799,694944,694944109
1069899,71742Q,71742Q
1070050,126369,126369107
1070336,89235K,89235K105
1070380,782934,782934105
1070423,726503,726503105
1070423,726540,726540503
1070494,004225,004225108
1070517,542669,54266910
1070699,913363,913363107
1070732,27826S,27826S103
1070778,461120,461120107
1070985,74264N,74264N10
1071170,423325,423325950
1071337,928555,928555
1071341,723465,723465100
1071355,74046M,74046M301
1071411,36113B,36113B301
1071522,C98000,C98000
1071645,98141A,98141A
1071993,21075N,21075N20
1071993,21075N,21075N204
1072627,472375,472375104
1072627,496904,496904103
1072627,496904,496904202
1072627,86722A,86722A103
1072765,37245B,37245B10
1072765,45865R,45865R109
1072797,105530,105530109
1072971,39540P,39540P109
1072978,640509,640509105
1073146,02686Y,02686Y
1073146,02686Y,02686Y201
1073857,225235,225235209
1073857,225235,225235308
1074447,56176Q,56176Q102
1074663,20343H,20343H106
1074692,27826F,27826F101
1074769,67066X,67066X800
1074771,89579K,89579K109
1074952,67066Y,67066Y105
1074952,67066Y,67066Y824
1074952,67066Y,67066Y832
1075124,885141,885141101
1075857,526706,526706201
1075857,926706,926706201
1075861,03076A,03076A209
1075993,88024N,88024N106
1076195,30267U,30267U108
1076234,36847A,36847A108
1076481,859823,859823106
1076641,25388M,25388M100
1076682,87395U,87395U102
1076700,36229U,36229U102
1077050,694532,694532102
1077150,81948R,81948R204
1077866,543442,54344210
1077926,05069A,05069A104
1078037,75854T,75854T104
1078073,811850,811850106
1078099,141104,141104
1078099,585141,585141104
1078099,74833W,74833W
1078099,74833W,74833W206
1078404,12476Q,12476Q102
1078982,456918,45691810
1079279,25848Q,25848Q10
1079297,255323,255323107
1079786,55310J,55310J107
1079786,62757C,62757C108
1080056,88368Q,88368Q103
1080340,68403P,68403P203
1080448,70337F,70337F103
1080667,25500T,25500T08
1080709,040047,040047
1081078,00187E,00187E203
1081078,03761M,03761M104
1081078,03761M,03761M203
1081078,17180K,17180K101
1081192,89151P,89151P104
1081202,37184T,37184T106
1081290,757209,757209507
1081944,16943G,16943G100
1082084,20651H,20651H102
1082084,31848M,31848M409
1082114,530718,530718204
1082431,698072,698072105
1082564,31985E,31985E202
1082594,92342L,92342L206
1082735,391601,391601101
1083162,38114T,38114T109
1083198,629407,629407107
1083220,64111Y,64111Y107
1083220,64111Y,64111Y206
1083243,62954C,62954C109
1083301,45172K,45172K102
1083301,913903,913903900
1083490,86770K,86770K
1083706,29411J,29411J100
1083839,67066V,67066V762
1083839,67066V,67066V770
1083839,67066V,67066V820
1083839,67066V,67066V887
1084201,P8696W,P8696W104
1084226,812224,812224
1084544,984208,98420820
1084544,984208,984208207
1084580,472319,472319102
1084937,42220R,42220R13
1084966,00389Y,00389Y205
1085277,830703,830703104
1085586,458727,458727104
1085707,65333F,65333F107
1085866,625061,62506108
1086082,124276,124276106
1086139,582828,582828109
1086139,890786,890786106
1086329,58505C,58505C101
1086411,477853,477853105
1086411,531213,531213106
1086411,M14925,M14925107
1086533,724059,724059100
1086745,699323,699323101
1086745,719147,719147100
1087146,838493,838493104
1087414,890333,890333107
1087786,67069Y,67069Y706
1087848,356617,356617209
1087875,216485,216485102
1088211,28027N,28027N109
1088413,69763T,69763T108
1088638,005737,00573732
1088638,005738,00573834
1088638,005738,00573846
1088825,888706,888706405
1088881,886405,886405109
1089029,47008C,47008C106
1089143,19421R,19421R200
1089531,0504X2,0504X207
1089695,400501,400501310
1089754,62983D,62983D105
1090052,09224H,09224H202
1090967,37932B,37932B100
1091491,040413,040413
1091491,277196,277196101
1091566,98158A,98158A
1091596,65481J,65481J109
1092197,855699,855699
1092197,855699,85569913
1092289,893522,893522201
1092492,205826,205826209
1093207,22765D,22765D
1093367,0204J1,0204J102
1093430,14766Q,14766Q107
1093430,358438,358438109
1093546,64120C,64120C104
1093636,89601T,89601T102
1093691,72919P,72919P202
1093691,88368Q,88368Q103
1093913,82773R,82773R202
1093993,248030,248030108
1094038,458166,458166105
1094038,57055L,57055L107
1094038,876033,876033101
1094220,15234W,15234W105
1094238,414549,414549105
1094323,37937A,37937A107
1094373,12723Q,12723Q03
1094484,464583,464583103
1094651,49986Q,49986Q13
1094814,89336Q,89336Q101
1094831,05541T,05541T101
1095052,72765Q,72765Q882
1095146,671770,671770402
1095270,16133R,16133R205
1095651,78646V,78646V107
1095691,747280,747280105
1095751,83083D,83083D
1095751,83083D,83083D20
1095963,98147T,98147T104
1095981,U55396,U55396102
1095996,552074,552074106
1096085,15101T,15101T102
1096219,640475,640475107
1096376,74165N,74165N105
1096594,191058,191058
1096689,68389J,68389J106
1096841,14745C,14745C104
1096939,632344,632344107
1097452,92855T,92855T109
1097609,928615,928615103
1097714,Y49975,Y49975108
1097907,452025,452025300
1098026,705536,705536100
1098128,278725,278725106
1098277,987684,987684106
1098337,23251J,23251J106
1098402,20602T,20602T106
1098402,925912,925912107
1098532,640776,640776209
1098960,458381,458381100
1099066,42710H,42710H105
1099358,37941V,37941V105
1099918,892354,892354101
1099944,683402,683402200
1100125,8874S1,8874S106
1100202,38073F,38073F108
1100202,869430,869430
1100202,869430,869430201
1100202,86943U,86943U201
1100270,501014,50101401
1100397,007624,007624307
1100397,390375,390375103
1100514,25388M,25388M100
1100592,285233,285233102
1100790,110793,110793403
1100820,007111,00711108
1100868,220874,220874101
1101137,244195,24419503
1101137,92869N,92869N106
1101246,878214,878214105
1101395,26410P,26410P103
1101752,05106D,05106D202
1102432,829358,829358100
1102542,12877Q,12877Q107
1103121,395304,395304
1103121,395304,395304108
1103345,073677,073677106
1103354,82668M,82668M102
1103389,453077,453077109
1103390,46116T,46116T
1103783,757479,757479100
1103977,78112N,78112N100
1104188,83408W,83408W103
1104252,233162,233162
1104252,233162,233162394
1105306,664287,664287208
1105409,282266,282266105
1106056,Y7530Q,Y7530Q141
1106836,38143P,38143P201
1106848,268487,268487204
1107262,12329W,12329W108
1107421,89365K,89365K206
1107470,R00001,R00001218
1107563,82935B,82935B103
1108088,96766P,96766P106
1108185,67457P,67457P101
1108205,232126,232126910
1108450,67457P,67457P101
1108703,36113T,36113T104
1108730,744425,744425109
1108891,37938W,37938W306
1108967,000181,000181007
1109116,29383R,29383R107
1109141,687082,687082107
1109153,386490,386490106
1109196,55414P,55414P702
1109354,116794,116794108
1109551,709776,709776108
1109705,864221,864221102
1109879,205395,205395106
1110339,740184,740184106
1110396,82936C,82936C209
1110647,67555N,67555N107
1110903,45677V,45677V108
1111759,827084,827084864
1111759,W00023,W00023250
1112706,138763,138763
1112920,37940G,37940G109
1112985,247734,247734205
1113227,90337P,90337P101
1113674,49326R,49326R
1113809,05551A,05551A109
1113866,16945R,16945R
1113866,Y1505N,Y1505N100
1114208,98386G,98386G102
1114925,516548,516548104
1114927,335925,335925103
1115837,607409,607409109
1116152,O16901,O1690102
1116734,910900,91090020
1117119,55348A,55348A102
1117458,671106,671106
1118148,028884,028884104
1118941,74439H,74439H108
1118961,137515,137515102
1119639,71654V,71654V101
1119809,867474,867474108
1119985,448832,44883207
1120193,631103,63110318
1120210,368075,368075107
1120370,891861,891861106
1120521,043814,043814102
1120796,64984V,64984V106
1120830,168910,168910107
1120830,222891,222891103
1121439,94768C,94768C108
1121783,02970Q,02970Q104
1122535,W5707Z,W5707Z110
1122787,780008,780008108
1122887,47188V,47188V205
1123219,87920T,87920T100
1123458,44553R,44553R109
1123661,87160A,87160A100
1123735,694552,694552100
1124127,52470C,52470C105
1124139,806585,806585204
1124139,E00071,E00071720
1124160,989555,989555
1124160,989555,98955513
1124197,395304,395304108
1124608,761230,761230105
1124804,01988P,01988P10
1125259,143658,143658
1125259,143658,143658300
1125294,59101M,59101M105
1125699,3302X1,3302X104
1126136,228769,228769105
1126136,N23473,N23473106
1126216,92531L,92531L108
1126380,656250,656250107
1127055,F97982,F97982101
1127269,Y2692M,Y2692M103
1127442,17461R,17461R016
1127696,42223A,42223A
1128725,458488,458488103
1129137,02364W,02364W105
1129155,568427,56842710
1129155,568427,568427108
1129446,053499,053499109
1129916,25042Q,25042Q208
1129981,677007,677007106
1130128,180239,180239204
1130646,76111T,76111T10
1130713,690370,690370
1130888,53228J,53228J103
1130950,52201M,52201M109
1130951,40567U,40567U105
1130951,40567U,40567U204
1130951,49567U,49567U
1131166,554151,554151209
1131543,02318X,02318X100
1132034,87162D,87162D102
1132340,G21912,G2191210
1132340,G21912,G21912103
1132645,89376N,89376N10
1133416,363225,363225202
1133416,74267T,74267T109
1133597,75865X,75865X103
1133598,82773R,82773R202
1133869,14070B,14070B101
1133882,V8726M,V8726M103
1133932,894725,894725209
1134982,741375,741375307
1135906,98887C,98887C105
1135951,256135,256135
1137047,631758,631758107
1137091,73933G,73933G
1137390,09248L,09248L502
1137887,67070X,67070X820
1137887,67070X,67070X838
1138016,032535,032535106
1138118,12504L,12504L109
1138400,09064X,09064X101
1138639,29383P,29383P100
1139650,02148M,02148M
1139950,92926P,92926P201
1140215,758338,758338305
1140249,893548,893548107
1140303,5855T1,5855T104
1140303,867017,867017105
1140392,72200R,72200R701
1140392,72200R,72200R800
1140411,72200N,72200N502
1140411,72200N,72200N601
1140472,01853V,01853V107
1140739,861921,861921104
1141197,70532Y,70532Y303
1141363,92554D,92554D
1141517,520780,520780107
1141590,257674,257674101
1141673,314294,314294109
1142336,307014,307014100
1142596,670704,670704105
1142790,87669X,87669X106
1143155,98410X,98410X105
1143680,50049M,50049M109
1144130,00768T,00768T108
1144130,00786T,00786T108
1144225,14166U,14166U104
1144331,30218U,30218U106
1144331,311299,31129952
1144892,294269,294269
1144906,14889B,14889B102
1144940,038335,038335105
1144941,038335,038335105
1144945,693665,693665101
1144980,043436,043436104
1145057,34553D,34553D101
1145404,941058,941058109
1145700,92846Y,92846Y100
1156041,358435,358435105
1156375,09657Q,09657Q
1157408,48273U,48273U
1157601,87162T,87162T206
1157644,36466R,36466R200
1157972,704227,704227107
1158026,69335T,69335T107
1158041,03674X,03674X106
1158235,00237M,00237M200
1158235,00737M,00737M
1158678,60037B,60037B106
1158701,50049M,50049M109
1159039,09248K,09248K
1159154,88165U,88165U109
1159167,91734M,91734M103
1159513,E82880,E82880126
1159544,981595,981595301
1160846,10553M,10553M101
1161979,49915R,49915R101
1162027,01864U,01864U403
1162027,01864U,01864U502
1162027,01864U,01864U601
1162675,04315D,04315D400
1162675,58440W,58440W105
1163747,024343,024343105
1163848,461169,461169104
1164012,18978E,18978E109
1164256,239559,239559107
1164888,501572,501572101
1164888,501572,501572200
1164964,37954L,37954L
1165231,74269U,74269U104
1165320,067532,067532101
1166036,50187A,50187A107
1166126,203233,203233101
1166220,46622H,46622H103
1166220,4662HH,4662HH10
1166220,4662HH,4662HH103
1166338,46267T,46267T
1166338,46267T,46267T206
1166463,92831L,92831L
1166635,929344,92934428
1166708,909864,909864100
1166718,97263M,97263M101
1166789,193290,193290103
1167370,88101C,88101C
1167370,88101C,88101C106
1167886,072870,072870
1168335,00763M,00763M108
1168351,891072,891072100
1169034,092481,092481100
1169652,902925,902925106
1169770,040175,040175101
1170299,72200W,72200W304
1170299,72200W,72200W700
1170299,72200W,72200W809
1170300,72200M,72200M306
1170300,72200M,72200M702
1170300,72200M,72200M801
1170311,72200Y,72200Y409
1170592,228622,228622106
1170816,284859,284859105
1171014,846425,846425882
1171298,88343R,88343R101
1171486,63900P,63900P400
1171486,63900P,63900P509
1171486,A65557,A65557801
1171500,G7127P,G7127P100
1172097,46924P,46924P100
1172243,55377A,55377A106
1172724,38059R,38059R100
1172724,38059T,38059T106
1173204,043291,04329108
1173204,172406,172406100
1173204,172407,172407108
1173359,140677,140677105
1173431,87236Y,87236Y
1173514,449172,449172105
1174266,29413T,29413T106
1174907,881718,881718
1174940,684023,684023104
1174940,684023,68402330
1175680,981454,981454101
1175872,894626,89462609
1176193,683707,683707103
1176197,09249R,09249R300
1176309,68403P,68403P104
1177161,27828A,27828A100
1177162,27827Y,27827Y109
1177219,67072B,67072B875
1177219,67072B,67072B883
1178711,892918,892918103
1178711,89354M,89354M106
1178818,862168,862168101
1178839,64124P,64124P408
1178840,64123C,64123C408
1178841,64124K,64124K409
1179090,098003,098003106
1180253,23247T,23247T101
1181024,09249U,09249U303
1181504,72201C,72201C208
1181504,72201C,72201C406
1181504,72201C,72201C505
1181506,72201A,72201A707
1181506,72201A,72201A806
1182737,23426V,23426V109
1183765,608550,608550
1189396,834728,834728107
1191359,040732,040732109
1191857,607495,607495207
1192549,380560,380560102
1195737,670657,670657758
1195737,670657,670657790
1195737,670657,670657824
1195737,670657,670657832
1195737,670657,670657840
1195737,670657,670657873
1196298,640671,640671103
1199004,31423P,31423P504
1199025,35242V,35242V105
1200202,108227,10822701
1200598,87927W,87927W101
1201251,849109,849109109
1201259,26924N,26924N107
1203866,141410,141410209
1204413,036642,036642106
1204560,553274,553274101
1204560,559775,559775101
1207036,29404F,29404F107
1209028,358434,358434108
1209821,881451,881451108
1210618,83490A,83490A100
1210677,31845F,31845F10
1210677,31845F,31845F100
1211211,011852,011852317
1211211,011861,01186105
1212545,957638,957638109
1213111,03841C,03841C
1218683,683736,683736102
1219120,00764C,00764C505
1219606,46184W,46184W20
1222244,74373C,74373C
1222922,27828H,27828H105
1223026,723763,723763405
1223389,208242,208242107
1223533,925606,925606303
1223786,91914G,91914G
1224370,83088M,83088M102
1227636,64131A,64131A105
1227728,73109X,73109X104
1228509,95766B,95766B109
1229089,26144D,26144D103
1230869,G3156P,G3156P103
1232229,87163L,87163L103
1232582,044103,044103802
1232582,044103,044103885
1232860,09262J,09262J201
1236038,75733R,75733R
1236275,82846H,82846H207
1236997,222286,222286106
1238631,23126W,23126W100
1240722,83426W,83426W101
1243496,338735,338735103
1245104,37957B,37957B100
1252509,55304X,55304X104
1252509,55304X,55304X203
1253557,86770P,86770P101
1253710,62856H,62856H107
1257514,37934V,37934V104
1258943,723762,723762100
1260221,893641,893641100
1260968,292554,292554102
1260990,68236P,68236P
1260996,025351,025351107
1260996,092164,092164102
1262200,23962Q,23962Q100
1262200,43962Q,43962Q100
1262200,53962Q,53962Q100
1263766,152418,152418109
1265131,432748,432748
1265430,64125K,64125K101
1265725,B00335,B00335160
1265888,64126X,64126X201
1266585,670682,670682111
1266585,670682,670682608
1266585,670682,670682707
1266585,670682,670682806
1266585,670682,670682871
1267602,016259,01625910
1268039,68619E,68619E208
1268659,607826,607826104
1269036,544083,544083108
1269515,59508T,59508T109
1269977,048416,048416101
1270400,927696,927696101
1271245,357365,357365105
1271245,375736,375736510
1272550,211917,211917109
1273685,649604,649604105
1273931,60935Y,60935Y109
1274032,62426E,62426E
1274563,42326R,42326R109
1275873,84479U,84479U109
1276531,808731,80873113
1276533,67072T,67072T108
1276671,21987A,21987A209
1277866,38115J,38115J100
1277998,89267T,89267T107
1278382,90341G,90341G103
1278460,00765E,00765E104
1278595,16870R,16870R202
1280191,640820,640820106
1280226,87280R,87280R306
1281198,97717U,97717U103
1281696,077255,077255107
1281774,89214A,89214A102
1281922,89600B,89600B102
1281984,83362T,83362T104
1282387,18450Q,18450Q109
1282387,28450Q,28450Q109
1282398,41043F,41043F208
1282571,395368,395368
1282571,395368,39536810
1282648,40537Q,40537Q209
1282648,40537Q,40537Q506
1282850,33733U,33733U108
1283140,435763,435763107
1283843,92911K,92911K100
1284454,221411,221411200
1284698,530719,530719202
1285066,386490,386490106
1286131,86183Q,86183Q
1287151,8416J1,8416J118
1287151,98416J,98416J118
1287701,384711,38471109
1287900,75188R,75188R106
1288195,330408,33040830
1288359,688823,68882302
1288795,18913Y,18913Y103
1288992,278279,278279104
1289169,26959T,26959T102
1289213,6706EN,6706EN100
1289340,85916J,85916J409
1289868,557437,557437100
1290506,98374T,98374T108
1290903,290138,290138205
1292026,67606R,67606R107
1292215,16936V,16936V106
1292426,361652,361652209
1292519,46186M,46186M
1293818,68373L,68373L109
1294404,30711Y,30711Y300
1294404,836034,836034108
1294649,703070,703070102
1295557,067511,067511
1296001,81688A,81688A106
1296484,Y8897Y,Y8897Y107
1298341,62985Q,62985Q101
1298824,25385J,25385J
1299969,205684,205684202
1299969,676079,676079106
1300482,126153,126153105
1300578,69329P,69329P103
1301106,819047,819047101
1302084,91702P,91702P
1302177,730864,730864105
1302324,744319,74431910
1302324,744319,744319104
1302362,583840,583840103
1302362,U000A0,U000A0
1302554,37426L,37426L20
1302554,37426L,37426L200
1302709,372590,372590109
1303531,152418,152418109
1304464,45671U,45671U106
1304994,87235A,87235A101
1305220,46032U,46032U108
1306527,431291,431291103
1306830,150870,150870103
1307111,715455,715455101
1307954,447011,447011107
1309442,45778T,45778T101
1309499,28616E,28616E106
1310982,700689,700689201
1311596,88883P,88883P101
1311953,00772P,00772P100
1312402,09254U,09254U
1312402,09254U,09254U107
1312402,89678R,89678R10
1313605,U45292,U45292106
1313974,386671,386671
1314196,000131,000131419
1314363,836157,836157107
1314655,38239A,38239A100
1314755,37250B,37250B104
1314755,37250B,37250B922
1314772,865646,865646101
1315373,44108Y,44108Y104
1316360,395150,395150105
1316463,18914C,18914C100
1316631,530555,530555200
1317080,558268,558268108
1317402,67065M,67065M102
1318309,22834Q,22834Q108
1318820,350839,350839106
1319229,89376V,89376V100
1319439,00635P,00635P107
1320482,25468Y,25468Y206
1320695,8946A1,8946A104
1320760,34957J,34957J100
1320760,87288V,87288V101
1320934,45928H,45928H106
1321517,863101,863101101
1321710,36114D,36114D108
1321851,G67828,G67828106
1322437,28500R,28500R106
1322505,01345P,01345P
1323639,00516Q,00516Q109
1324479,025195,025195207
1324759,156732,156732307
1325228,52078P,52078P102
1325823,1252N1,1252N101
1326200,Y2685T,Y2685T131
1326380,132638,13263801
1326780,881718,881718100
1326852,67107C,67107C104
1327012,191885,191885201
1328003,09060J,09060J106
1328003,77028P,77028P100
1328910,92839U,92839U107
1329605,45866V,45866V109
1330017,G3610R,G3610R109
1330039,576152,576152102
1330421,87582Y,87582Y108
1331931,2787C1,2787C107
1332199,52463G,52463G105
1332585,893522,893522201
1332943,92912R,92912R104
1333141,358029,358029106
1333172,Y62196,Y62196711
1334303,222206,222206
1334478,62886K,62886K104
1334586,378976,378976104
1334814,98954A,98954A107
1334978,18453H,18453H106
1335282,08989Q,08989Q100
1335294,493312,49331220
1335294,493312,493312201
1335950,98154R,98154R108
1336047,096627,096627104
1337068,55977T,55977T109
1337615,16950N,16950N105
1338042,00767E,00767E102
1338613,75885Y,75885Y
1338940,M84116,M84116108
1339005,31447E,31447E105
1339970,002120,002120103
1340752,60852M,60852M104
1341170,Y23592,Y23592
1341170,Y23592,Y23592200
1341318,059690,059690107
1341318,510700,510700107
1341769,400096,400096
1341769,400096,400096202
1342219,65511R,65511R204
1342575,M8260H,M8260H106
1342958,25382P,25382P109
1343009,13764M,13764M100
1343304,05355N,05355N109
1344980,01861G,01861G100
1345840,444398,444398101
1346022,2977Q1,2977Q1
1347242,53630L,53630L100
1347452,009720,009720103
1348911,141384,141384107
1349436,8007T1,8007T101
1350102,043635,043635101
1350102,043635,043635408
1350102,043635,043635507
1350869,18914E,18914E106
1351051,37185X,37185X106
1352302,37250U,37250U300
1352419,294053,294053103
1352819,28413U,28413U20
1353637,74732G,74732G104
1354591,05500H,05500H10
1354591,37185T,37185T
1354772,664112,664112
1354772,664112,664112109
1355096,53071M,53071M203
1355096,53071M,53071M609
1355096,53071M,53071M807
1355096,53071M,53071M864
1355096,74915M,74915M209
1355677,00505D,00505D200
1355677,593057,593057102
1355823,77581P,77581P109
1355835,83409D,83409D104
1355839,83303W,83303W109
1356093,22530J,22530J101
1356735,72754B,72754B102
1357450,G4604M,G4604M106
1357634,256380,256380
1357971,31969M,31969M105
1358190,142190,142190107
1360951,340632,340632108
1361248,88165U,88165U109
1362599,68214U,68214U102
1362614,66986M,66986M118
1362614,871545,871545117
1363438,33731K,33731K102
1363958,917276,917276101
1363958,917276,917276107
1364125,900435,900435108
1364541,26985R,26985R
1364560,802817,802817304
1365160,257055,257055103
1365357,39340Q,39340Q109
1365790,37929X,37929X
1365790,37929X,37929X107
1366340,31788H,31788H105
1366922,16939Q,16939Q104
1367660,37185Y,37185Y104
1368045,45253M,45253M308
1368055,37947S,37947S205
1368147,05778E,05778E100
1368154,87911C,87911C207
1368365,40431N,40431N104
1368457,013068,013068101
1368514,000889,000889910
1368519,656844,656844107
1369092,148272,148272107
1369241,Y1968P,Y1968P
1369868,16938C,16938C106
1370489,09622L,09622L102
1370816,94353A,94353A103
1371424,78033P,78033P
1371424,78033P,78033P10
1371446,30247C,30247C
1371489,45675Y,45675Y112
1371489,45675Y,45675Y203
1372183,549333,549333300
1373079,01890A,01890A108
1373079,018921,018921106
1373079,028884,028884104
1373485,258114,258114
1373485,258114,258114305
1373485,51585L,51585L
1373988,105759,105759104
1373988,448638,448638205
1374061,18145M,18145M109
1374128,39363K,39363K105
1374128,49363K,49363K105
1374128,59363K,59363K105
1374128,69363K,69363K105
1374593,859735,859735102
1374993,65337Y,65337Y102
1375686,11777M,11777M109
1375686,886031,886031103
1375850,44352W,44352W101
1377149,141743,141743104
1377789,41457P,41457P205
1378624,15117P,15117P02
1378701,361570,361570203
1379378,265026,265026
1379384,092508,092508506
1380846,26433B,26433B107
1381059,29256R,29256R100
1381192,218352,218352102
1382219,8300F1,8300F100
1382231,86336W,86336W202
1383825,64112B,64112B10
1385424,141384,141384107
1385598,466090,466090107
1386608,89025E,89025E103
1386608,G8918E,G8918E106
1386858,44915N,44915N101
1388320,00507W,00507W107
1388374,G2112B,G2112B109
1389476,983921,98392109
1389870,322476,322476101
1390312,059915,059915108
1390707,Y73760,Y73760103
1391461,007639,007639107
1392091,09625U,09625U208
1392326,Y11082,Y11082206
1392694,565722,565722105
1392694,656846,65684620
1392902,29272J,29272J108
1393020,46187J,46187J205
1393434,675767,675767
1393662,46132R,46132R104
1393744,292756,292756
1393883,530171,53017107
1394638,22529R,22529R106
1394638,554142,554142109
1395400,29332N,29332N
1395848,00687D,00687D101
1396016,G32335,G32335104
1396167,246060,246060107
1396878,91201T,91201T102
1397047,33939J,33939J105
1397342,707062,707062105
1397403,449686,449686500
1397960,885141,885141101
1398090,739299,739299105
1398632,430880,430880104
1398931,75845J,75845J109
1399356,16949J,16949J108
1399488,453228,453228108
1399855,132863,132863101
1400897,231631,231631300
1401395,64079L,64079L204
1402225,451665,45166510
1402305,864596,864596101
1402606,M98939,M98939107
1403475,063425,063425102
1403794,98878T,98878T208
1404280,711031,711031
1404281,88907J,88907J107
1405227,517815,517815106
1405287,03060R,03060R101
1405686,687712,687712
1405686,68771L,68771L107
1405858,00400H,00400H108
1406587,346233,346233109
1407038,08861T,08861T206
1407623,76131N,76131N
1408057,922587,922587100
1409012,053807,053807103
1409197,2331R1,2331R102
1409269,92332W,92332W105
1410087,83607Y,83607Y108
1410725,222841,222841
1410725,222841,222841108
1411158,032420,032420101
1411207,01973R,01973R101
1412270,10921T,10921T101
1413299,870808,870808102
1413488,59502G,59502G103
1413898,001282,001282
1413898,001282,001282201
1415016,374511,374511103
1415306,74624D,74624D102
1415362,74347T,74347T103
1415404,278768,278768
1415684,637335,637335102
1415813,316546,31654612
1416299,05350B,05350B100
1417398,014482,014482103
1417451,69913H,69913H
1417663,781083,781083100
1417802,92912X,92912X101
1417892,75971T,75971T103
1417892,G7500C,G7500C
1417961,921564,921564100
1418255,055637,055637102
1418862,060458,060458916
1419242,04878Q,04878Q863
1419554,098070,098070204
1419554,83362P,83362P102
1419581,313549,313549
1419581,313549,313549404
1419582,09605C,09605C103
1420413,G66202,G66202105
1420488,561410,561410
1420488,561410,561410101
1420565,00887A,00887A
1420569,745861,745861104
1420720,415033,415033104
1420821,96925V,96925V101
1421517,29270K,29270K100
1421601,322476,322476101
