cik,cusip6,cusip9
319655,798241,798241105
319687,210795,210795308
319815,577767,577767106
320017,128058,128058203
320171,261528,261528200
320171,261528,261528201
320171,261528,261528202
320186,232909,232909109
320193,037833,03783310
320193,037833,037833100
320321,812007,812007101
320321,812007,812007102
320333,410783,410783101
320340,45816D,45816D100
320345,594901,594901101
320575,723664,723664108
320591,486250,48625010
320591,697934,697934107
320591,763302,763302106
350066,458372,45837213
350067,052601,052601051
350070,629775,629775201
350070,629775,629775206
350071,053469,053469102
350077,929297,929297109
350199,127150,127150308
350199,127503,12750308
350403,69336T,69336T
350403,69336T,69336T106
350403,69336T,69336T205
350403,716604,716604103
350403,716604,716604202
350426,726540,726540501
350426,726540,726540503
350557,691384,691384101
350557,85916A,85916A
350563,872375,872375100
350571,024456,024456105
350621,125010,125010108
350692,162780,162780100
350698,05329W,05329W102
350698,760516,760516101
350737,869380,869380105
350747,004280,004280103
350750,057097,057097107
350797,278265,278265103
350797,488878,488878307
350797,844909,844909101
350832,011757,011757101
350832,028740,028740108
350832,287401,287401081
350846,868607,868607102
350846,868607,868607210
350868,46564T,46564T107
350894,784117,784117103
350907,885175,88517530
350907,885175,885175307
350917,03822W,03822W406
350917,292475,292475201
350920,584906,584906101
350926,713658,713658101
351012,002896,002896207
351017,052777,052777109
351077,174420,174420109
351116,356714,356714101
351145,458631,45863109
351145,458683,458683100
351145,458683,458683109
351298,404160,404160103
351298,45245A,45245A107
351326,912795,912795105
351483,N07045,N07045101
351506,717131,71713110
351506,717131,717131106
351532,458309,458309903
351532,458903,45890310
351532,458903,458903101
351532,458903,45890330
351547,017227,017227101
351569,03076K,03076K108
351696,698462,698462101
351717,126145,126145101
351721,000757,000757
351817,82836G,82836G102
351817,870738,870738101
351817,87073T,87073T
351834,852559,852559103
351834,8676EP,8676EP108
351903,29428R,29428R103
351917,902951,902951
351917,902951,90295110
351917,902951,902951102
351993,068480,068480201
351998,237690,237690102
352331,762553,76255310
352331,762553,762553101
352363,316645,316645100
352363,539320,539320101
352435,606711,60671110
352435,606711,606711109
352435,989139,989139100
352495,879700,879700101
352495,879700,879700102
352541,018802,018802108
352683,834025,834025108
352720,088891,088891106
352720,888911,88891106
352747,904753,904753100
352789,462030,462030107
352825,350060,350060109
352915,913903,913903100
352947,292845,292845104
352947,552691,552691206
352949,339130,339130106
352955,12562N,12562N104
352998,449575,449575109
352998,87960W,87960W104
353020,457667,45766710
353153,127762,127762100
353184,922430,92243041
353230,681904,681904101
353230,681904,681904108
353230,689041,689041081
353567,449293,449293109
353567,449294,449294201
353567,449294,449294206
353569,74838J,74838J101
353718,485636,48563610
353943,299900,299900308
353943,299900,299900381
353944,459902,459902101
353944,459902,459902102
353944,G7342H,G7342H107
354359,440543,440543106
354383,739413,739413100
354647,126600,126600105
354655,097669,097669810
354655,976981,976981041
354761,501157,501157101
354869,337915,337915021
354869,337915,337915102
354888,486250,48625010
354908,302445,302445101
355115,010742,010742201
355143,097679,097679
355199,296744,296744105
355429,743674,743674103
355590,055431,055431101
355622,783519,783519101
355622,783520,783520109
355627,126431,126431105
355690,701018,70101810
355690,701018,701018103
355766,406364,406364406
355777,231264,231264102
355777,539451,539451104
355787,741437,741437305
355811,371901,371901109
355818,43739F,43739F104
355948,763165,763165107
355999,913004,913004107
356028,12673P,12673P105
356028,204912,204912101
356037,126389,126389105
356050,126529,126529106
356080,001282,001282102
356080,080555,08055510
356080,080555,080555105
356080,080555,080555204
356130,268664,268664109
356213,723456,723456109
356226,731108,731108106
356287,552914,552914103
356309,646025,646025106
356395,759464,759464101
356598,510702,510702103
356799,191886,191886100
356799,191886,191886101
357020,502392,502392103
357020,502403,502403108
357020,502403,502403207
357064,872293,872293105
357065,553991,553991142
357097,315721,315721209
357294,442487,442487203
357294,442487,442487401
357301,898349,898349105
700564,117665,117665109
700564,360271,360271100
700612,042595,042595108
700674,009104,009104100
700721,027904,027904101
700863,869099,869099101
700923,554053,554053108
700923,55405W,55405W104
700941,00759N,00759N102
701221,125509,125509109
701288,049904,049904195
701319,204925,204925101
701345,911905,911905305
701345,911905,911905503
701374,740540,740540201
701374,83001A,83001A102
701374,83001A,83001A201
701374,83001P,83001P105
701374,83001P,83001P109
701374,873001,873001
701650,05366B,05366B101
701650,05366B,05366B102
701719,23323G,23323G106
701811,587200,587200101
701811,587200,587200106
701818,496902,496902107
701853,059692,059692103
701856,50730L,50730L105
701985,501797,501797104
701985,532716,532716107
702131,552880,552880106
702259,252450,252450101
702430,15133T,15133T104
702511,000872,000872309
702513,0642J1,0642J103
702756,049513,049513104
702808,469858,469858401
702891,000050,000050811
703351,109641,109641100
703351,109641,109641101
703360,502161,502161
703360,502161,502161101
703360,502161,502161102
703361,458118,458118101
703361,458118,458118106
703604,520776,520776105
703645,847487,847487201
703701,957152,957152101
703799,925817,925817108
704051,000573,000573105
704051,024759,024759102
704051,077852,077852101
704051,436141,436141105
704051,524901,524901105
704051,723456,723456109
704386,918270,918270109
704415,02649V,02649V101
704415,02649V,02649V104
704415,422245,422245100
704415,88870R,88870R102
704460,486250,48625010
704460,693519,693519100
704460,693519,693519209
704508,619821,619821101
704532,630077,630077101
704532,630077,630077105
704562,05368M,05368M106
704562,713661,713661502
705432,84470P,84470P109
706015,316869,316869106
706015,316891,31689106
706129,440407,440407104
706166,143898,143898104
706507,14140H,14140H104
706539,170040,170040109
706688,002535,002535300
707179,680033,680033107
707511,232808,232808105
707549,505754,505754200
707549,512807,512807108
707604,111091,111091104
707605,03074A,03074A102
707606,871873,87187310
707606,871873,871873105
707886,909839,909839102
708367,827068,827068206
708484,013742,013742507
708717,015404,015404106
708818,65343C,65343C102
708818,747582,747582104
708819,580037,58003710
708819,580037,580037109
708821,698884,698884103
708955,320209,320209109
709283,747906,747906105
709283,747906,747906303
709519,866810,866810104
709804,00651F,00651F108
710217,713611,713611101
710597,054546,054546106
710807,020781,020781100
710846,36113E,36113E107
710851,755276,755276101
710979,093679,093679108
711039,577729,577729205
711065,03822W,03822W109
711065,03822W,03822W406
711065,58471A,58471A105
711074,486250,48625010
711377,640491,640491106
711404,216648,216648402
711405,911910,911910101
711425,486250,48625010
711425,64116F,64116F103
711665,04269X,04269X105
711665,719358,719358103
711665,719358,719358301
711761,545700,545700101
711761,545700,545700106
712034,00081T,00081T108
712511,879202,879202109
712511,88077B,88077B10
712511,88077B,88077B108
712515,285512,28551209
712515,285512,285512101
712515,285512,285512109
712534,42724R,42724R107
712744,253902,253902101
712752,827066,827066101
712752,847706,847706108
712843,268613,268613025
713002,744663,744663105
713425,029683,029683109
713492,157228,157228107
714278,45675F,45675F303
714278,456905,456905101
714278,456905,456905108
714284,292511,292511805
714310,919794,919794107
714504,413833,413833104
714530,65080T,65080T102
714540,553412,553412206
714560,90341W,90341W108
714562,320218,320218
714603,233326,233326101
714603,233326,233326107
714612,124875,124875101
714655,090597,090597105
714719,319734,319734109
714756,023912,023912108
715073,948585,948585101
715073,948585,948585104
715273,983131,983131106
715355,402734,402734101
715428,025762,025762105
715446,217721,21772110
715446,217721,217721109
715577,122574,12257410
715577,122574,122574101
715577,122574,122574106
715787,458665,458665106
715787,458665,458665304
715842,80533W,80533W107
715842,958648,958648107
715957,25746U,25746U109
715957,25746U,25746U208
716006,984249,984249102
716006,984249,984249607
716006,985509,985509108
716006,985577,985577105
716054,150934,150934107
716054,232674,232674101
716054,232674,232674507
716133,171871,171871106
716314,384556,384556106
716438,892887,892887100
716634,172862,172862104
716643,758932,758932107
716644,351904,351904101
716646,670088,670088103
716740,268215,268215100
716749,238084,238084101
716823,172172,172172108
717216,131380,131380206
717238,553531,553531104
717238,554806,55480613
717423,626717,626717102
717588,16943E,16943E105
717588,584913,584913101
717605,428291,428291108
717724,261570,261570105
717829,374827,374827103
717837,335847,335847208
717954,904708,904708104
718074,669908,669908105
718083,445891,445891101
718083,445891,445891201
718130,45810H,45810H107
718332,752848,752848105
718449,872180,872180104
718449,872183,872183108
718576,253911,25391110
718660,254669,254669
718660,25469V,25469V105
718789,78423R,78423R105
718789,825549,825549108
718865,594907,594907107
718865,863238,863238101
718877,004930,004930202
718916,121579,121579106
718937,852312,852312305
719152,584029,584029102
719227,124852,124852104
719242,026496,02649620
719271,89365O,89365O
719402,32106V,32106V107
719413,422704,422704205
719483,871566,871566105
719494,45779C,45779C10
719494,45779C,45779C107
719522,486250,48625010
719547,184190,184190106
719612,522008,522008101
719612,719612,71961213
719612,83402N,83402N101
719625,449654,449654101
719727,172736,17273610
719727,172736,172736101
719739,78486Q,78486Q101
719798,228101,22810100
719866,039670,039670104
719955,969904,969904101
720013,19652U,19652U104
720031,204682,204682108
720031,204682,20468213
720031,204712,204712101
720032,316828,316828501
720032,316828,316828508
720145,172591,172591091
720154,09058M,09058M103
720480,00209C,00209C102
720500,032332,032332504
720556,129466,129466101
720556,130190,130190101
720577,867910,86791010
720851,231292,231292103
720858,461804,461804106
721083,832110,832110100
721161,784273,784273104
721176,981609,981609100
721356,883901,883901100
721371,141487,141487108
721371,14149Y,14149Y108
721371,806528,806528105
721669,505739,50573920
721669,505739,505739201
721675,233860,233860105
721688,486250,48625010
721693,168913,168913309
721765,502003,502003106
721773,285562,285562201
721773,285562,285562203
721994,511656,511656100
722056,486250,48625010
722056,75409P,75409P20
722056,75409P,75409P201
722056,75409P,75409P202
722077,001691,001691001
722079,880915,880915131
722080,278751,27875110
722104,090578,090578105
722104,80517Q,80517Q100
722392,726900,726900103
722487,200336,200336105
722573,577904,577904204
722573,577904,57790424
722723,41043F,41043F208
722808,090324,090324104
722826,302905,302905104
722830,452907,45290710
722839,68275A,68275A201
722839,74266K,74266K307
722839,748349,748349107
723125,595112,595112103
723188,203607,203607100
723188,203607,203607106
723254,172908,172908105
723458,855716,855716106
723527,552691,552691107
723531,704326,704326101
723531,704326,704326107
723534,058566,05856610
723603,230215,230215105
723610,863155,863155101
723610,863155,863155107
723612,053774,053774105
723612,126545,126545102
723612,151313,151313101
723612,151313,151313103
723646,353252,353252108
723888,482047,482047107
723888,482047,482047206
723889,090918,090918103
723924,783774,783774102
724004,59064R,59064R109
724024,028882,028882108
724024,288821,288821081
724176,577730,577730104
724522,451261,45126109
724522,84760T,84760T100
724533,026862,026862102
724571,356108,356108100
724606,050103,050103100
724606,050103,050103101
724606,69840W,69840W108
724606,69840W,69840W207
724621,817438,817438104
724910,629445,629445206
724969,486250,48625010
724969,604258,604258103
724988,701630,701630105
724991,826409,826409101
725014,754498,754498101
725058,04269X,04269X105
725151,564610,564610102
725259,156787,15678710
725282,290143,290143106
725363,150837,150837607
725394,45244U,45244U104
725394,990819,990819000
725460,68812R,68812R105
725460,O51670,O51670710
725549,172909,172909101
725549,562567,562567107
726451,879260,879260107
726513,896047,896047107
726513,896047,896047206
726514,285229,285229100
726617,120084,120084101
726617,120084,120084108
726728,756109,756109104
726845,14018Y,14018Y205
726854,177835,177835105
726958,147528,147528103
727008,269305,269305201
727273,127537,127537108
727273,127537,127537207
727303,786444,786444101
727347,00505W,00505W109
727510,293904,293904108
728303,190345,190345108
728331,869380,869380
728376,232906,232906107
728389,630801,63080107
728535,445658,445658107
729069,746230,746230101
729217,76009N,76009N100
729237,70159Q,70159Q104
729284,582757,582757209
729284,582757,582757308
729576,125820,125820101
729599,817726,817726810
729922,671040,671040103
729986,909907,909907107
730000,868532,868532102
730255,129900,129900106
730272,759916,75991610
730272,759916,759916109
730349,88906B,88906B105
730464,251893,25189310
730464,251893,251893101
730464,251893,251893103
730464,781182,781182100
730469,001629,001629104
730469,020813,020813101
730469,208131,208131011
730708,811707,811707108
730708,811707,811707306
731012,421906,421906108
731190,465266,465266104
731241,236630,236630103
731245,741004,74100410
731245,741004,741004201
731252,694754,694754102
731269,03071P,03071P101
731502,580031,580031102
731502,580031,580031201
731502,871206,871206108
731657,848565,848565107
731766,910581,910581101
731766,910581,910581107
731802,049560,04956010
731802,049560,049560101
731802,049560,049560105
731895,595097,595097105
731939,879868,879868107
732485,372917,372917104
732485,372917,372917701
732715,030954,030954101
732718,080555,080555105
732780,670874,670874101
732780,670874,670874106
732926,001250,001250109
732926,228906,228906103
732926,45578L,45578L100
732926,45677N,45677N205
732926,594972,594972101
732926,68400F,68400F109
732926,871371,871371100
733099,775109,775109200
733269,005125,005125109
733289,379355,379355101
733289,379355,379355105
733337,31446Q,31446Q109
733337,906461,90646100
734380,767147,767147101
734383,921908,921908844
734394,098586,098586101
734778,077447,077447101
735571,934648,934648304
735780,451903,451903101
735780,451906,451906101
735780,92831E,92831E101
736035,585162,585162100
736744,893662,893662106
736768,716600,716600200
736768,716600,716600309
736772,886374,886374107
736822,452526,452526106
737033,748357,748357101
737207,56804Q,56804Q201
737300,222892,22289201
737468,940610,940610
737468,940610,940610108
737572,247361,247361108
737572,284131,284131201
737572,284131,284131208
737572,G29539,G29539106
737573,461120,461120107
737758,891092,891092108
737874,50730R,50730R102
738076,885535,885535104
738214,00770K,00770K202
739169,742918,742918301
739404,220256,220256101
739608,707051,707051108
739608,709752,709752101
739708,184502,184502101
739878,782233,782233100
739944,584977,584977201
740074,553495,553495101
740112,206197,206197105
740260,053469,053469102
740260,922602,922602107
740260,92276F,92276F100
740622,594912,594912
740663,320734,320734
740663,320734,32073410
740663,320734,320734106
740664,749552,749552105
740670,594087,594087
740670,594087,594087108
740694,486587,486587108
740726,73174C,73174C100
740763,375307,375307101
740763,794721,794721100
740868,300657,30065710
740868,300657,300657103
741114,45812J,45812J101
741339,022092,022092100
741390,559809,559809108
741508,67073Y,67073Y106
741508,75952B,75952B105
741508,826428,826428104
741556,878727,878727304
741556,892721,892721101
741556,913821,913821302
741562,203607,203607106
741612,872594,872594106
741815,439104,439104100
742112,461203,461203101
742112,92971A,92971A109
742126,025533,025533100
742126,025533,025533407
742679,302526,302526108
742814,87944M,87944M107
743238,846819,846819101
743316,57772K,57772K101
743316,74435P,74435P104
743367,066849,066849100
743368,102183,102183100
743368,102183,102183101
743368,102183,102183401
743368,102183,102183407
743653,212578,212578101
743884,555903,555903100
743884,555903,555903101
743884,555903,555903103
743884,927912,927912105
743988,983919,983919101
744106,313153,313153031
744187,761624,761624105
744218,053491,053491106
744218,15117B,15117B103
744218,15117B,15117B202
745026,628916,628916108
745113,443051,443051107
745274,127587,127587103
745287,45881K,45881K104
745308,790148,790148100
745448,574670,574670105
745597,458747,458747102
745614,856855,856855101
745732,778296,778296103
745756,533244,533244
745788,927625,927625103
745907,229385,229385301
745907,229385,229385701
745907,229385,229385703
745981,598039,598039105
746515,302130,30213010
746515,302130,302130101
746515,302130,302130109
746515,52729N,52729N308
746598,104674,104674106
746782,19244C,19244C101
746834,62912T,62912T103
746838,909214,909214100
746896,028711,028711109
746961,70556K,70556K101
747201,141750,141750101
747201,141750,141750109
747435,004920,004920104
747605,233511,233511008
748103,000573,000573105
748212,731791,731791101
748268,04530L,04530L104
748592,114082,114082100
748790,378989,378989107
748792,266334,266334101
748856,882906,882906209
749038,206710,206710201
749038,206710,206710204
749098,559222,559222401
749251,077852,077852101
749251,366651,366651107
749251,366651,366651206
749254,872536,872536105
749254,872636,872636105
749290,87162E,87162E100
749510,514913,514913101
749510,514913,514913102
749510,541913,541913101
749647,15117N,15117N305
749647,15117N,15117N404
749660,443209,44320913
749660,44934S,44934S206
749751,401321,401321100
749935,977424,97742411
750004,053323,053323101
750004,486250,48625010
750004,80874P,80874P109
750274,119882,119882101
750443,053332,053332102
750443,860474,860474105
750443,G84922,G84922106
750443,G84922,G84922114
750556,053323,053323101
750556,08160H,08160H101
750556,098570,098570101
750556,12466Q,12466Q104
750556,224633,224633101
750556,224633,224633201
750556,255519,255519101
750556,255579,255579101
750556,255860,255860101
750556,265219,265219101
750556,339280,339280101
750556,369550,369550101
750556,383550,383550101
750556,444482,444482101
750556,45323T,45323T101
750556,466096,466096101
750556,470760,470760101
750556,615799,615799101
750556,640376,640376101
750556,640376,640376201
750556,691497,691497301
750556,72356P,72356P101
750556,743479,743479101
750556,743862,743862101
750556,743889,743889201
750556,743889,743889301
750556,781258,781258101
750556,78388N,78388N101
750556,806530,806530101
750556,808655,808655101
750556,817990,817990101
750556,867914,867914101
750556,867914,867914103
750556,892356,892356101
750556,922294,922294101
750556,927821,927821207
750556,928753,928753101
750556,939339,939339101
750556,950590,950590101
750577,410120,410120109
750813,816074,816074306
751085,559424,559424106
751160,891548,891548307
751190,583432,583432101
751190,583482,583482101
751288,87257P,87257P101
751364,202218,202218103
751364,411465,411465107
751364,637417,637417106
751365,927651,927651109
751652,748356,748356102
751968,364091,364091108
751976,053469,053469102
751978,925815,925815
751978,925815,92581510
751978,925815,925815102
752195,204046,20404610
752200,006874,006874101
752324,643891,643891061
752346,20935C,20935C200
752431,641208,641208101
752431,641208,641208103
752714,580589,580589109
753048,05462D,05462D101
753048,326833,326833021
753237,056771,056771301
753281,02686E,02686E106
753308,302571,302571104
753308,65339F,65339F101
753557,501792,501792
753568,300645,300645108
754009,826322,826322109
754516,114580,114580101
754568,449243,449243104
754597,51588A,51588A100
754737,805898,805898103
754737,80589M,80589M102
754737,80589M,80589M103
754811,26922A,26922A719
754811,902952,902952100
754813,46205P,46205P100
755003,576674,576674105
755095,720035,720035301
755199,893934,89393410
755227,754900,754900101
755806,02043Q,02043Q107
755806,640520,640520301
755933,458447,458447109
756365,451716,45171620
756365,451716,451716201
756497,595077,595077101
756764,495667,495667100
756764,495667,495667107
757011,903293,903293405
757523,038521,038521100
757597,293978,293978607
758004,670006,670006105
758528,644535,644535106
758604,123164,12316410
758604,123164,123164105
759174,927428,927428201
759441,318908,31890810
759866,410123,410123103
759944,174610,174610105
760326,690027,690027206
760436,552620,552620205
760498,05945F,05945F103
760992,001926,001926104
761034,67034R,67034R109
761238,M81863,M81863124
761676,150917,150917201
762128,709796,709796106
762131,794690,794690107
763098,220256,220256101
763098,761232,761232107
763098,761232,761232305
763532,50216C,50216C108
763563,164024,164024
763563,164024,164024101
763567,760098,760098103
763739,618447,618447100
763739,618447,618447101
763739,618447,618447106
763848,89708P,89708P102
763901,733174,733174700
763956,813767,813767101
764065,185896,18589610
764065,185896,185896101
764065,185896,185896107
764065,18683K,18683K101
764065,540424,540424207
764195,91822J,91822J103
764205,559182,559182051
764244,461142,461142101
764401,45774W,45774W10
764401,45774W,45774W108
764532,45774N,45774N108
764622,723484,723484100
764622,723484,723484101
764762,543162,543162101
764762,543162,543162102
764867,45031S,45031S106
764867,45301S,45301S106
764960,717113,717113203
765880,053469,053469102
765880,40414L,40414L109
765880,42250P,42250P103
766004,805844,805844107
766041,155184,155184104
766421,011659,011659
766421,011659,011659109
766456,695110,695110101
766456,695110,695110205
766456,695112,695112101
766456,695112,695112102
766701,14067E,14067E10
766701,14067E,14067E100
766701,422680,422680108
766704,053469,053469102
766704,42217K,42217K106
766704,95040Q,95040Q104
766829,784305,784305104
767308,553087,553087100
767308,553087,553087107
767673,817523,81752310
767684,808196,808196109
768119,238128,238128102
768251,021441,021441100
768251,021441,021441101
768262,871130,871130100
768262,871130,871130101
768384,081465,081465101
768408,232437,232437202
768411,140501,140501107
768411,232517,232517102
768608,537528,537528101
768835,089302,089302103
768835,210149,21014910
768835,210149,210149100
768892,42219D,42219D
768892,42219D,42219D308
768899,505401,505401208
768899,89785X,89785X101
769339,025143,02514310
769397,052769,052769101
769397,052769,052769106
769409,37246N,37246N105
769520,596278,596278101
769525,205920,205920100
769525,205920,205920101
769525,205920,205920200
769589,23281P,23281P106
769644,193290,193290103
769644,984111,984111104
769874,759543,759543101
770403,007525,007525108
770471,88829L,88829L107
770949,758110,758110100
771142,778901,778901108
771266,500600,500600101
771298,359416,359416104
771497,000957,000957100
771617,12639V,12639V101
771667,008677,008677101
771667,008677,00867770
771729,706444,706444106
771790,858147,858147101
771796,670122,670122101
771934,048556,048556104
772197,465823,465823102
772372,302052,30205210
772406,172755,172755100
772406,172755,172755101
772465,294436,294436101
772897,448407,448407106
772897,448407,44840771
773136,751582,751582200
773136,751582,751582201
773141,552676,552676108
773141,552676,552676109
773399,294080,294080401
773468,456607,456607100
773840,438516,438516106
773910,032511,032511101
773910,032511,032511107
773910,032511,032511404
774055,238050,238050108
774055,238085,238085091
774055,238085,238085108
774055,803893,803893106
774197,151883,151883101
774203,928559,928559103
774203,929771,929771103
774214,908640,908640105
774350,053469,053469102
774487,030771,030771101
774695,723481,723481107
774937,923432,923432101
774937,923432,923432108
775163,038181,038181103
775298,846329,846329100
775368,017175,017175100
775368,171751,171751001
775473,391648,391648102
775542,628907,628907107
775662,320682,320682107
775662,522447,522447710
775820,168757,168757201
775926,268180,268180106
775995,244662,244662102
776867,G9618E,G9618E107
776901,453831,45383104
776901,453831,453831081
776901,453836,453836101
777001,073902,073902108
777201,655042,655042101
777201,665504,665504210
777844,209929,20992910
777844,209929,209929101
777844,209929,20992913
778164,021513,021513106
778164,69423U,69423U107
778164,69423U,69423U305
778164,C72681,C72681
778397,656301,656301101
778423,03070D,03070D201
778423,03070D,03070D209
778437,026791,026791103
778437,411465,411465107
778709,034528,034528108
778734,583421,583421102
778946,703365,703365106
778972,000337,00033762
779152,426281,426281101
779226,255153,255153108
779282,038236,038236105
779282,258226,258226102
779334,091250,091250100
779334,091250,091250101
779336,318652,318652104
779390,045237,045237101
779390,L8137F,L8137F102
779544,302747,302747100
779991,278265,278265103
780053,053469,053469102
780127,090923,090923103
780571,080555,080555105
781902,459041,459041109
782819,775102,77510213
782842,893761,89376100
782875,106902,106902307
782875,106902,106902951
783005,291525,29152510
783005,291525,291525101
783005,291525,291525103
783005,291525,291525202
783233,007941,007941071
783280,053469,053469102
783280,264411,264411505
783280,411465,411465107
783319,866925,866925100
783324,927926,927926204
783324,927926,927926303
783325,92939U,92939U106
783325,976657,976657106
783325,976667,976667106
783412,233912,233912104
783425,001575,001575301
783425,001575,001575307
783603,G02995,G02995101
784014,02686F,02686F103
784014,0268F1,0268F103
784199,228903,228903100
784932,868662,86866207
784932,868666,868666207
784977,736508,736508847
785080,156503,156503101
785080,156503,156503104
785161,421924,421924101
785161,421924,421924309
785186,26658Q,26658Q102
785186,36237J,36237J107
785541,206710,206710204
785546,050103,05010310
785557,23335Q,23335Q100
785557,87815U,87815U204
785786,729132,729132100
785787,001031,001031103
785813,156436,156436107
785813,564361,564361071
785813,S64361,S64361071
785814,45812C,45812C101
785931,382091,38209110
785931,382091,382091106
785956,114537,114537103
785956,22528J,22528J13
785959,55307J,55307J
785968,600577,600577100
786110,403771,403771051
786110,403777,403777101
786110,403777,403777105
786557,536310,536310105
786947,00509L,00509L802
786947,406369,406369101
786947,406369,406369108
786947,406369,40636913
786998,57685P,57685P301
787030,00086T,00086T103
787030,92839Y,92839Y109
787075,320239,320239106
787253,638842,638842302
787520,296443,296443100
787520,296443,296443104
787648,882673,882673
787648,882673,882673106
787784,028913,028913101
787784,053469,053469102
787784,486605,486605108
787809,59862R,59862R103
787912,151163,151163102
787912,202604,202604104
787952,895290,895290100
787952,895290,895290104
787952,G9032C,G9032C109
788043,918435,918435101
788329,479167,479167108
788784,744573,744573106
788885,708254,708254206
788920,548900,548900109
788920,642876,642876106
788920,74265M,74265M106
788920,74265M,74265M205
789019,594918,594918104
789132,84760C,84760C107
789356,13054D,13054D109
789356,1305D1,1305D1091
789388,867363,867363101
789460,460242,460242100
789460,981475,981475106
789570,448579,448579102
789570,552953,552953101
789805,559079,559079108
789851,517310,517310108
789853,89234G,89234G11
789868,31429Y,31429Y103
789933,629571,62957103
789933,629579,629579101
789944,817209,817209307
789965,237413,237413208
790023,693758,693758104
790051,142339,142339100
790051,142339,142339101
790183,743266,743266108
790228,874746,874746110
790354,164024,164024101
790360,796060,796060101
790372,553533,553533100
790372,553533,553533101
790406,590175,590175105
790498,238017,238017071
790498,238017,238017107
790526,75040P,75040P405
790526,750491,750491102
790528,457472,457472108
790528,78375P,78375P107
790652,45244W,45244W308
790703,878237,878237106
790705,486250,48625010
790705,879101,87910110
790705,879101,879101101
790706,380804,380804302
790706,959263,959263104
790730,030710,030710107
790816,053469,053469102
790816,105368,105368203
790817,06683M,06683M102
790818,983857,983857103
790928,030290,030290100
790929,458702,458702101
790929,458702,458702107
791013,741910,741910103
791014,560310,56031010
791014,560310,560310101
791050,71940B,71940B208
791243,171482,171482107
791440,Q04020,Q04020105
791449,426908,426908208
791450,761624,761624105
791490,337912,337912109
791519,855030,855030101
791714,020837,020837100
791718,298768,298768102
791718,374143,374143105
791770,817340,817340201
791770,81734P,81734P107
791907,535678,535678106
791915,232806,232806101
791915,232806,232806109
791958,385194,385194204
792130,37245R,37245R107
792157,719077,719077109
792161,55307U,55307U107
792397,208108,208108100
792570,057232,057232101
792641,09057G,09057G602
792863,456626,456626100
792863,456626,456626101
792932,717135,717135107
792972,62944T,62944T105
792977,00163U,00163U106
792977,00753P,00753P103
792985,421933,42193310
792985,421933,421933102
792987,36191J,36191J101
793024,490553,490553104
793040,289074,289074304
793041,981929,981929192
793074,950755,950755108
793158,534183,534183108
793308,651637,651637100
793354,922814,922814101
793499,302426,302426101
793526,031674,031674200
793526,031674,031674203
793547,638904,638904102
793604,458729,458729100
793604,458729,458729101
793604,458729,458729201
793733,830879,830879102
793952,412822,412822108
793982,730900,730900107
794105,464287,464287473
794105,921937,921937835
794170,889478,889478103
794172,589584,589584101
794323,52729N,52729N100
794367,55616P,55616P104
794619,030506,03050610
794619,030506,030506109
794619,114537,114537103
794685,362397,362397507
794685,362397,362397606
794685,362397,362397804
795212,89336Q,89336Q100
795266,486168,486168107
795266,48666K,48666K109
795403,924749,924749102
795403,942749,942749
795403,942749,942749102
795425,570414,570414101
795571,595019,595019101
795581,903192,903192102
795618,044901,044901106
796038,835901,835901011
796122,21148C,21148C101
796122,894175,894175108
796343,00724F,00724F101
796369,277851,277851101
796370,909420,909420101
796486,006848,006848105
796534,634865,634865109
796577,748802,74880210
796655,037271,037271103
797109,586265,586265301
797109,790849,790849101
797315,058246,05824613
797448,47008R,47008R103
797465,854305,854305208
797468,163722,163722853
797468,674599,674599105
797502,267455,267455103
797543,929344,929344208
797564,904625,904625100
797721,92552V,92552V100
797871,143877,143877100
797871,143877,143877101
797871,143877,143877306
797871,837841,837841105
797975,042256,042256107
798081,511795,511795106
798081,511795,51179513
798122,98412Y,98412Y200
798186,523238,523238101
798246,34659D,34659D101
798287,693149,693149106
798291,319974,319974101
798311,222269,222269201
798311,222269,222269300
798359,15202L,15202L107
798507,62758B,62758B109
798528,676118,676118102
798528,676118,676118103
798736,37245R,37245R107
798736,562048,562048108
798738,811183,811183102
798757,281667,281667105
798783,91359E,91359E105
798935,894167,894167101
798943,629568,629568101
798955,010892,010892821
798955,221485,221485105
798955,29246J,29246J101
799036,723672,723672101
799088,143410,14341031
799088,143436,143436400
799088,16208T,16208T102
799089,456779,456779107
799125,26157B,26157B101
799166,576152,576152102
799167,573075,573075108
799208,024757,024757106
799231,020409,020409108
799233,422347,422347104
799235,29406V,29406V100
799288,51509F,51509F105
799292,55305B,55305B101
799319,449325,449325510
799319,449355,449355101
799698,23283K,23283K204
799721,693674,693674100
799721,693674,693674101
799721,693674,693674103
799729,68401H,68401H104
799729,699462,699462101
799850,03062T,03062T105
799850,228359,228359105
800055,890530,890530108
800082,040157,040157109
800083,683402,683402200
800166,644535,644535106
800240,676220,676220101
800240,676220,676220106
800263,255213,255213209
800266,825229,825229107
800286,925298,925298101
800457,257701,257701201
800457,257701,257701300
800458,760174,760174102
800458,760174,76017421
800459,413086,413086109
800460,130439,130439102
800578,D16212,D16212140
801128,055446,055446101
801128,055446,055446108
801128,554461,55446108
801337,947890,947890100
801337,947890,947890109
801338,317718,317718301
801351,934390,934390101
801351,934390,934390105
801351,934390,934390402
801748,423498,423498100
801748,423498,423498104
801898,133451,13345109
